date,open,high,low,close,volume,ticker
22-Nov-16,163.00,163.00,161.95,162.67,2770789,IBM
22-Sep-16,43.94,44.87,43.74,44.15,33355616,YHOO
22-Sep-16,794.27,805.89,794.27,804.70,4078910,AMZN
22-Sep-16,156.15,157.22,155.69,156.11,2691115,IBM
23-Aug-16,42.61,42.91,42.45,42.60,8963786,YHOO
23-Aug-16,763.31,764.70,761.00,762.45,1524131,AMZN
23-Aug-16,160.33,161.34,160.23,160.26,2838137,IBM
23-Dec-16,38.46,38.81,38.37,38.66,3841245,YHOO
23-Dec-16,764.55,766.50,757.99,760.59,1981616,AMZN
23-Dec-16,167.00,167.49,166.45,166.71,1701228,IBM
23-Feb-16,31.20,31.38,30.50,30.67,16847456,YHOO
23-Feb-16,555.55,556.91,545.33,552.94,4035929,AMZN
23-Feb-16,133.14,133.41,132.01,132.40,3372962,IBM
23-Jun-16,37.64,37.78,37.41,37.78,7710892,YHOO
23-Jun-16,715.50,722.12,712.50,722.08,2824974,AMZN
23-Jun-16,153.45,155.48,152.60,155.35,3969369,IBM
23-Mar-16,35.43,35.70,34.71,34.80,12192595,YHOO
23-Mar-16,561.00,572.48,558.10,569.63,3966131,AMZN
23-Mar-16,148.00,148.03,145.13,145.40,4753828,IBM
23-May-16,36.46,36.94,36.43,36.66,7768631,YHOO
23-May-16,704.25,706.00,696.42,696.75,2579171,AMZN
23-May-16,147.61,147.95,146.66,146.77,2088554,IBM
23-Nov-16,40.91,40.98,40.54,40.96,3719257,YHOO
23-Nov-16,781.73,781.75,773.12,780.12,3540263,AMZN
23-Nov-16,161.94,162.38,161.36,161.98,2256165,IBM
23-Sep-16,43.50,43.76,42.54,42.80,31888521,YHOO
23-Sep-16,803.13,807.75,802.12,805.75,2353511,AMZN
23-Sep-16,155.62,156.04,154.71,154.98,2702153,IBM
24-Aug-16,42.50,42.77,41.79,41.91,6930295,YHOO
24-Aug-16,763.00,763.41,755.36,757.25,1744107,AMZN
24-Aug-16,159.89,160.18,158.32,159.05,3645837,IBM
24-Feb-16,30.41,31.12,29.80,30.95,12612029,YHOO
24-Feb-16,545.75,554.27,533.15,554.04,6207285,AMZN
24-Feb-16,131.55,133.49,129.68,132.80,4087400,IBM
24-Jun-16,36.40,36.95,36.08,36.24,19657828,YHOO
24-Jun-16,693.00,712.53,692.20,698.96,7632511,AMZN
24-Jun-16,149.97,150.61,146.18,146.59,9082793,IBM
24-Mar-16,34.45,34.86,33.93,34.86,14101549,YHOO
24-Mar-16,567.11,583.55,567.08,582.95,5141569,AMZN
24-Mar-16,144.98,148.22,144.49,147.95,5042895,IBM
24-May-16,36.85,37.63,36.77,37.53,10601318,YHOO
24-May-16,698.01,707.50,698.00,704.20,2851442,AMZN
24-May-16,146.88,148.75,146.88,148.31,2827106,IBM
24-Oct-16,42.50,42.68,42.38,42.59,4346851,YHOO
24-Oct-16,824.95,838.30,822.21,838.09,4060899,AMZN
24-Oct-16,150.40,151.52,150.40,150.57,2666740,IBM
25-Apr-16,37.47,37.54,37.18,37.23,9823457,YHOO
25-Apr-16,616.61,626.98,616.25,626.20,2666702,AMZN
25-Apr-16,148.16,148.90,147.11,148.81,2845511,IBM
25-Aug-16,41.83,42.24,41.73,42.03,5360912,YHOO
25-Aug-16,756.00,760.56,754.74,759.22,1622992,AMZN
25-Aug-16,159.00,159.54,158.42,158.63,2575023,IBM
25-Feb-16,30.74,31.36,30.24,31.36,19842342,YHOO
25-Feb-16,555.52,559.39,545.29,555.15,4510534,AMZN
25-Feb-16,133.29,134.51,130.88,134.50,4354669,IBM
25-Jan-16,29.96,30.39,29.66,29.78,23095495,YHOO
25-Jan-16,597.99,608.50,594.56,596.53,4376653,AMZN
25-Jan-16,122.10,124.23,121.64,122.08,5427835,IBM
25-Jul-16,39.20,39.21,38.22,38.32,41814378,YHOO
25-Jul-16,746.55,748.50,735.35,739.61,2679290,AMZN
25-Jul-16,162.00,162.88,161.75,162.65,2804578,IBM
25-May-16,36.63,36.96,35.47,35.59,33984864,YHOO
25-May-16,708.00,710.86,705.52,708.35,3267686,AMZN
25-May-16,148.93,152.09,148.50,151.69,4347009,IBM
25-Nov-16,41.08,41.08,40.71,40.87,2586908,YHOO
25-Nov-16,786.50,786.75,777.90,780.37,1837068,AMZN
25-Nov-16,161.83,163.19,161.83,163.14,1605344,IBM
25-Oct-16,42.72,42.75,42.43,42.55,5338875,YHOO
25-Oct-16,839.30,843.09,833.22,835.18,3248358,AMZN
25-Oct-16,150.69,151.16,149.83,150.88,2647487,IBM
26-Apr-16,37.32,37.54,36.91,37.11,10059564,YHOO
26-Apr-16,626.17,626.75,614.88,616.88,2492620,AMZN
26-Apr-16,148.65,149.79,147.90,149.08,2978004,IBM
26-Aug-16,42.15,42.61,41.94,42.27,6327991,YHOO
26-Aug-16,760.05,770.00,759.80,769.00,2776830,AMZN
26-Aug-16,158.88,160.44,157.85,158.32,2498909,IBM
26-Feb-16,31.68,31.90,31.22,31.37,16680156,YHOO
26-Feb-16,560.12,562.50,553.17,555.23,4858230,AMZN
26-Feb-16,134.51,134.92,131.95,132.03,4383322,IBM
26-Jan-16,29.76,30.19,29.62,29.98,11422624,YHOO
26-Jan-16,603.45,604.50,590.38,601.25,3743213,AMZN
26-Jan-16,122.25,123.61,122.24,122.59,4613756,IBM
26-Jul-16,38.07,38.83,37.90,38.76,15978647,YHOO
26-Jul-16,742.71,743.13,732.75,735.59,2529692,AMZN
26-Jul-16,162.65,163.60,161.37,162.12,2894559,IBM
26-May-16,36.13,36.85,36.07,36.76,16277866,YHOO
26-May-16,708.33,715.00,707.29,714.91,2436846,AMZN
26-May-16,151.55,152.51,151.05,152.44,3042788,IBM
26-Oct-16,42.26,42.44,41.95,42.08,6123026,YHOO
26-Oct-16,832.76,833.44,820.00,822.59,3998102,AMZN
26-Oct-16,150.71,152.94,150.26,151.81,2811728,IBM
26-Sep-16,42.38,42.74,41.85,42.29,12745119,YHOO
26-Sep-16,801.80,805.93,797.14,799.16,2651397,AMZN
26-Sep-16,154.46,154.46,153.46,153.98,2533325,IBM
27-Apr-16,37.52,37.59,36.63,36.95,16391163,YHOO
27-Apr-16,611.80,615.95,601.28,606.57,4020813,AMZN
27-Apr-16,149.35,150.78,148.97,150.47,3086611,IBM
27-Dec-16,38.59,39.06,38.50,38.92,4240285,YHOO
27-Dec-16,763.40,774.65,761.20,771.40,2638725,AMZN
27-Dec-16,166.98,167.98,166.85,167.14,1397455,IBM
27-Jan-16,29.90,30.53,29.44,29.69,13269873,YHOO
27-Jan-16,601.99,603.39,578.78,583.35,5029472,AMZN
27-Jan-16,122.73,123.37,120.65,120.96,4999341,IBM
27-Jul-16,38.66,38.77,38.43,38.66,12148433,YHOO
27-Jul-16,737.97,740.94,733.86,736.67,2913134,AMZN
27-Jul-16,162.12,162.57,161.18,161.83,2162680,IBM
27-Jun-16,35.87,36.01,35.05,35.22,14157606,YHOO
27-Jun-16,692.01,696.82,682.12,691.36,5584037,AMZN
27-Jun-16,146.18,146.60,142.50,143.50,5166665,IBM
27-May-16,36.88,37.88,36.84,37.82,14642533,YHOO
27-May-16,715.00,716.60,711.10,712.24,2246353,AMZN
27-May-16,152.35,152.93,152.15,152.84,2456289,IBM
27-Oct-16,42.31,42.49,41.81,41.87,7240848,YHOO
27-Oct-16,831.24,831.72,815.43,818.36,7406385,AMZN
27-Oct-16,152.82,154.06,152.02,153.35,4229336,IBM
27-Sep-16,42.43,43.41,42.32,43.37,8765715,YHOO
27-Sep-16,801.85,816.64,801.11,816.11,3819600,AMZN
27-Sep-16,154.32,156.77,153.81,156.77,2987195,IBM
28-Apr-16,36.84,37.44,36.51,36.59,13148503,YHOO
28-Apr-16,615.54,626.80,599.20,602.00,7142090,AMZN
28-Apr-16,149.75,150.18,146.72,147.07,3771853,IBM
28-Dec-16,39.12,39.22,38.71,38.73,4428368,YHOO
28-Dec-16,776.25,780.00,770.50,772.13,3301025,AMZN
28-Dec-16,167.29,167.74,166.00,166.19,1757500,IBM
28-Jan-16,30.59,30.63,28.60,28.75,15420511,YHOO
28-Jan-16,608.37,638.06,597.55,635.35,12615917,AMZN
28-Jan-16,121.26,122.83,121.01,122.22,3942349,IBM
28-Jul-16,38.58,38.64,38.23,38.52,7424404,YHOO
28-Jul-16,745.98,753.36,739.70,752.61,7617580,AMZN
28-Jul-16,161.38,161.81,160.71,161.37,2340369,IBM
28-Jun-16,35.58,36.14,35.50,36.04,10990713,YHOO
28-Jun-16,700.00,708.00,698.17,707.95,4036957,AMZN
28-Jun-16,144.78,145.73,144.22,145.70,3997694,IBM
28-Mar-16,35.39,35.45,34.62,35.23,12976815,YHOO
28-Mar-16,584.40,584.75,575.56,579.87,3118032,AMZN
28-Mar-16,147.75,148.65,147.23,148.40,3260841,IBM
28-Nov-16,40.85,41.70,40.74,41.45,6836364,YHOO
28-Nov-16,776.99,777.00,764.24,766.77,4438828,AMZN
28-Nov-16,163.20,164.66,162.70,164.52,4449355,IBM
28-Oct-16,42.03,42.22,41.71,41.78,6197469,YHOO
28-Oct-16,782.00,789.49,774.61,776.32,10841073,AMZN
28-Oct-16,154.05,154.44,152.18,152.61,3654496,IBM
28-Sep-16,43.40,43.72,43.25,43.69,7418984,YHOO
28-Sep-16,818.00,830.14,817.03,828.72,4422078,AMZN
28-Sep-16,156.99,158.62,156.23,158.29,3310008,IBM
29-Apr-16,36.51,36.98,36.15,36.60,11954114,YHOO
29-Apr-16,666.00,669.98,654.00,659.59,10291785,AMZN
29-Apr-16,146.49,147.34,144.19,145.94,4217744,IBM
29-Aug-16,42.20,42.46,42.08,42.26,4555600,YHOO
29-Aug-16,768.72,774.98,768.60,771.29,2198560,AMZN
29-Aug-16,158.83,160.21,158.50,159.72,2475879,IBM
29-Dec-16,38.76,38.93,38.48,38.64,4170497,YHOO
29-Dec-16,772.40,773.40,760.85,765.15,3158299,AMZN
29-Dec-16,166.02,166.99,166.00,166.60,1663542,IBM
29-Feb-16,31.31,32.46,31.31,31.79,19208698,YHOO
29-Feb-16,554.00,564.81,552.51,552.52,4013368,AMZN
29-Feb-16,132.00,133.36,130.90,131.03,4376341,IBM
29-Jan-16,29.10,29.51,28.51,29.51,18718334,YHOO
29-Jan-16,571.98,593.00,570.00,587.00,14622317,AMZN
29-Jan-16,123.28,124.79,122.96,124.79,8208826,IBM
29-Jul-16,38.47,38.52,38.08,38.19,13199145,YHOO
29-Jul-16,765.00,766.00,755.00,758.81,6777050,AMZN
29-Jul-16,161.36,161.67,160.03,160.62,3547546,IBM
29-Jun-16,36.25,37.08,36.25,36.86,10808162,YHOO
29-Jun-16,715.75,719.50,713.54,715.60,3070052,AMZN
29-Jun-16,146.50,148.48,146.45,148.46,3367736,IBM
29-Mar-16,35.05,36.43,35.01,36.32,23166544,YHOO
29-Mar-16,580.15,595.85,576.50,593.86,4167059,AMZN
29-Mar-16,147.59,149.76,147.50,149.33,3127103,IBM
29-Nov-16,41.43,41.83,41.12,41.60,13085981,YHOO
29-Nov-16,768.00,769.89,761.32,762.52,3272344,AMZN
29-Nov-16,164.00,164.41,163.03,163.53,3148196,IBM
29-Sep-16,43.17,43.30,42.43,42.57,13720746,YHOO
29-Sep-16,828.26,837.50,824.63,829.05,4922248,AMZN
29-Sep-16,158.63,165.00,157.46,158.11,3374838,IBM
3-Aug-16,38.43,38.55,38.28,38.39,5890051,YHOO
3-Aug-16,757.06,758.89,752.25,754.64,3581525,AMZN
3-Aug-16,160.13,160.86,159.80,160.67,2861659,IBM
3-Feb-16,28.45,28.61,26.57,27.68,55527649,YHOO
3-Feb-16,553.50,556.00,521.90,531.07,10037222,AMZN
3-Feb-16,123.99,125.45,122.45,124.72,6222759,IBM
3-Jan-17,39.11,39.18,38.64,38.90,6084699,YHOO
3-Jan-17,757.92,758.76,747.70,753.67,3521066,AMZN
3-Jan-17,167.00,167.87,166.01,167.19,2934299,IBM
3-Jun-16,37.11,37.11,36.50,36.60,12059105,YHOO
3-Jun-16,726.74,727.00,718.43,725.54,3367306,AMZN
3-Jun-16,152.40,153.04,151.70,152.89,2328256,IBM
3-Mar-16,32.71,33.21,32.42,32.88,11355589,YHOO
3-Mar-16,577.96,579.87,573.11,577.49,2736673,AMZN
3-Mar-16,137.22,137.96,136.07,137.80,5146815,IBM
3-May-16,36.25,36.41,35.91,36.01,8774971,YHOO
3-May-16,677.36,680.30,670.43,671.32,4902099,AMZN
3-May-16,144.65,144.90,142.90,144.13,3558829,IBM
3-Nov-16,40.62,40.75,40.18,40.23,8112820,YHOO
3-Nov-16,765.05,777.00,764.00,767.03,3872496,AMZN
3-Nov-16,152.51,153.74,151.80,152.37,2878803,IBM
3-Oct-16,42.95,43.18,42.82,43.13,7965922,YHOO
3-Oct-16,836.00,839.86,831.25,836.74,2769448,AMZN
3-Oct-16,158.06,158.37,157.02,157.61,2227800,IBM
30-Aug-16,42.28,42.74,42.28,42.58,5804080,YHOO
30-Aug-16,771.05,771.84,765.56,767.58,1709158,AMZN
30-Aug-16,159.76,160.15,158.81,159.40,1813343,IBM
30-Dec-16,38.72,39.00,38.43,38.67,6432792,YHOO
30-Dec-16,766.47,767.40,748.28,749.87,4139449,AMZN
30-Dec-16,166.44,166.70,165.50,165.99,2952825,IBM
30-Jun-16,36.89,37.58,36.89,37.56,15209878,YHOO
30-Jun-16,717.20,719.37,712.54,715.62,2855142,AMZN
30-Jun-16,148.86,151.91,148.67,151.78,3967126,IBM
30-Mar-16,36.61,37.28,36.44,36.56,19836459,YHOO
30-Mar-16,596.71,603.24,595.00,598.69,3887968,AMZN
30-Mar-16,149.95,150.41,148.32,148.41,3324850,IBM
30-Nov-16,41.62,41.67,40.88,41.02,7644360,YHOO
30-Nov-16,762.00,768.09,750.25,750.57,4625946,AMZN
30-Nov-16,163.35,163.80,162.21,162.22,4397817,IBM
30-Sep-16,42.74,43.25,42.72,43.10,10374757,YHOO
30-Sep-16,832.61,839.95,832.40,837.31,4430566,AMZN
30-Sep-16,158.90,159.84,158.06,158.85,3596878,IBM
31-Aug-16,42.46,42.80,42.46,42.75,7715941,YHOO
31-Aug-16,766.60,769.64,764.00,769.16,1633789,AMZN
31-Aug-16,159.66,159.66,158.26,158.88,2323649,IBM
31-Mar-16,36.51,37.02,36.50,36.81,18666216,YHOO
31-Mar-16,599.28,600.75,592.21,593.64,2673617,AMZN
31-Mar-16,149.79,153.10,149.36,151.45,6775712,IBM
31-May-16,37.73,38.08,37.50,37.94,12873630,YHOO
31-May-16,712.33,724.23,711.32,722.79,3618323,AMZN
31-May-16,152.56,153.81,152.27,153.74,5836645,IBM
31-Oct-16,42.03,42.16,41.55,41.55,3749658,YHOO
31-Oct-16,781.03,793.70,780.11,789.82,5413326,AMZN
31-Oct-16,152.76,154.33,152.76,153.69,3553172,IBM
4-Apr-16,36.55,37.50,36.54,37.02,20203233,YHOO
4-Apr-16,599.00,599.50,590.55,593.19,2466710,AMZN
4-Apr-16,152.34,153.52,151.91,152.07,3901552,IBM
4-Aug-16,38.47,39.03,38.43,38.92,11000843,YHOO
4-Aug-16,753.70,765.00,750.35,760.77,3178208,AMZN
4-Aug-16,160.86,161.70,160.12,161.55,2489068,IBM
4-Feb-16,27.91,29.23,27.71,29.15,28516992,YHOO
4-Feb-16,525.00,538.99,519.22,536.26,6176558,AMZN
4-Feb-16,125.08,128.50,125.00,127.65,5240258,IBM
4-Jan-17,39.00,40.25,38.92,40.06,11759453,YHOO
4-Jan-17,758.39,759.68,754.20,757.18,2510526,AMZN
4-Jan-17,167.77,169.87,167.36,169.26,3381432,IBM
4-Mar-16,32.91,33.93,32.76,33.86,22915205,YHOO
4-Mar-16,581.07,581.40,571.06,575.14,3405070,AMZN
4-Mar-16,137.54,139.42,137.02,137.80,3966935,IBM
4-May-16,35.81,36.09,35.74,36.00,9649269,YHOO
4-May-16,662.59,674.00,662.14,670.90,4574490,AMZN
4-May-16,143.36,145.00,143.31,144.25,2575776,IBM
4-Nov-16,39.96,40.67,39.80,40.28,4579437,YHOO
4-Nov-16,762.79,766.00,753.23,755.05,5122103,AMZN
4-Nov-16,152.40,153.64,151.87,152.43,2470368,IBM
4-Oct-16,43.20,43.50,42.96,43.18,8998384,YHOO
4-Oct-16,840.91,842.36,830.26,834.03,2950314,AMZN
4-Oct-16,157.67,158.53,155.82,156.46,2884146,IBM
5-Apr-16,36.70,36.92,36.22,36.41,12439202,YHOO
5-Apr-16,590.77,593.47,585.25,586.14,2277169,AMZN
5-Apr-16,151.43,151.60,149.65,150.00,3334931,IBM
5-Aug-16,39.00,39.15,38.90,38.99,9127094,YHOO
5-Aug-16,764.81,768.47,763.09,765.98,2704391,AMZN
5-Aug-16,162.00,163.51,161.57,163.50,3812370,IBM
5-Dec-16,40.02,40.39,39.85,40.20,4408407,YHOO
5-Dec-16,745.00,761.49,742.00,759.36,4314723,AMZN
5-Dec-16,160.85,161.15,159.59,159.84,3447052,IBM
5-Feb-16,29.06,29.14,27.72,27.97,16077452,YHOO
5-Feb-16,529.28,529.45,499.19,502.13,9639606,AMZN
5-Feb-16,127.22,128.64,125.85,128.57,7155806,IBM
5-Jan-17,40.31,41.37,40.24,41.34,13122100,YHOO
5-Jan-17,761.55,782.40,760.26,780.45,5830068,AMZN
5-Jan-17,169.25,169.39,167.26,168.70,2682301,IBM
5-Jul-16,37.68,37.77,37.17,37.50,8746735,YHOO
5-Jul-16,722.80,728.11,719.61,728.10,2431431,AMZN
5-Jul-16,151.19,152.00,150.76,151.68,2465240,IBM
5-May-16,37.06,37.45,36.86,36.94,13699177,YHOO
5-May-16,673.31,676.49,656.00,659.09,4875480,AMZN
5-May-16,145.95,147.30,145.45,146.47,6492015,IBM
5-Oct-16,43.23,43.87,43.22,43.71,6118487,YHOO
5-Oct-16,838.00,845.67,836.12,844.36,3469055,AMZN
5-Oct-16,157.07,157.83,156.72,157.08,1684458,IBM
6-Apr-16,36.40,37.00,36.31,36.66,19418583,YHOO
6-Apr-16,587.52,602.39,587.50,602.08,2833480,AMZN
6-Apr-16,149.90,150.15,147.81,150.02,4179157,IBM
6-Dec-16,40.31,40.42,39.88,39.97,6987846,YHOO
6-Dec-16,763.99,768.24,757.25,764.72,3794746,AMZN
6-Dec-16,160.13,160.79,158.93,160.35,2858962,IBM
6-Jan-17,41.25,41.34,40.85,41.23,6087644,YHOO
6-Jan-17,782.36,799.44,778.48,795.99,5986234,AMZN
6-Jan-17,168.69,169.92,167.52,169.53,2945536,IBM
6-Jul-16,37.43,37.56,37.13,37.51,8328101,YHOO
6-Jul-16,725.71,737.77,722.58,737.61,3938249,AMZN
6-Jul-16,151.85,152.41,149.92,152.37,2569393,IBM
6-Jun-16,36.67,37.20,36.52,37.07,8426142,YHOO
6-Jun-16,726.50,731.50,724.42,726.73,2704806,AMZN
6-Jun-16,153.09,153.95,152.34,152.73,2378662,IBM
6-May-16,36.55,37.31,36.49,37.23,9208343,YHOO
6-May-16,656.05,676.95,656.01,673.95,4347214,AMZN
6-May-16,144.86,147.97,144.47,147.29,4882514,IBM
6-Oct-16,43.64,43.82,43.37,43.68,6293908,YHOO
6-Oct-16,843.70,847.21,840.60,841.66,2684013,AMZN
6-Oct-16,156.84,157.43,155.89,156.88,1950106,IBM
6-Sep-16,43.50,44.85,43.50,44.71,18125776,YHOO
6-Sep-16,774.04,789.48,770.22,788.87,3719788,AMZN
6-Sep-16,159.88,160.86,159.11,160.35,2994056,IBM
7-Apr-16,35.86,37.25,35.72,36.17,38653774,YHOO
7-Apr-16,598.76,599.60,589.08,591.43,3153717,AMZN
7-Apr-16,149.07,149.60,148.00,148.25,3651838,IBM
7-Dec-16,39.98,40.57,39.75,40.52,7208492,YHOO
7-Dec-16,764.55,770.42,755.82,770.42,3684906,AMZN
7-Dec-16,160.60,165.18,160.39,164.79,4435050,IBM
7-Jul-16,37.57,37.76,37.29,37.52,9031440,YHOO
7-Jul-16,739.33,739.55,731.63,736.57,2945783,AMZN
7-Jul-16,152.75,153.69,151.89,152.60,2138421,IBM
7-Jun-16,36.90,36.99,36.62,36.73,14757059,YHOO
7-Jun-16,729.89,730.00,720.55,723.74,2732463,AMZN
7-Jun-16,153.31,153.93,152.66,153.33,4464985,IBM
7-Mar-16,33.68,34.38,33.59,33.96,22923982,YHOO
7-Mar-16,573.54,573.63,555.55,562.80,4926936,AMZN
7-Mar-16,137.28,140.51,136.87,140.15,5161376,IBM
7-Nov-16,41.17,41.23,40.86,41.05,5430744,YHOO
7-Nov-16,771.64,787.73,770.94,784.93,5984354,AMZN
7-Nov-16,153.99,156.11,153.84,155.72,3804943,IBM
7-Oct-16,43.26,43.68,43.12,43.22,8502112,YHOO
7-Oct-16,845.79,845.95,837.45,839.43,2426228,AMZN
7-Oct-16,157.14,157.70,154.86,155.67,2671852,IBM
7-Sep-16,44.55,44.92,44.19,44.35,9109446,YHOO
7-Sep-16,789.53,790.79,784.33,784.48,2424622,AMZN
7-Sep-16,160.19,161.76,160.00,161.64,2867257,IBM
8-Apr-16,36.85,36.92,35.62,36.07,20251112,YHOO
8-Apr-16,594.32,597.86,589.00,594.60,2589156,AMZN
8-Apr-16,149.06,149.99,148.12,149.35,3293391,IBM
8-Aug-16,39.00,39.27,38.86,39.24,10131279,YHOO
8-Aug-16,766.81,767.00,761.02,766.56,1986272,AMZN
8-Aug-16,162.73,163.27,161.58,162.04,3039306,IBM
8-Dec-16,40.66,41.60,40.42,41.41,9171707,YHOO
8-Dec-16,771.87,773.79,765.19,767.33,3189608,AMZN
8-Dec-16,164.87,166.00,164.22,165.36,3266436,IBM
8-Feb-16,27.61,27.97,26.48,27.05,24473574,YHOO
8-Feb-16,486.47,493.50,475.21,488.10,9808766,AMZN
8-Feb-16,126.00,127.51,124.13,126.98,7255939,IBM
8-Jul-16,37.53,37.84,37.06,37.74,8786614,YHOO
8-Jul-16,740.14,746.10,738.00,745.81,3429217,AMZN
8-Jul-16,154.00,154.60,153.08,154.46,3040593,IBM
8-Jun-16,36.84,37.30,36.84,36.97,9181896,YHOO
8-Jun-16,726.40,729.42,721.60,726.64,2223366,AMZN
8-Jun-16,153.53,154.09,153.04,154.00,2935036,IBM
8-Mar-16,33.66,33.82,32.84,32.93,21007332,YHOO
8-Mar-16,557.87,571.35,554.74,560.26,4709432,AMZN
8-Mar-16,139.71,140.35,137.42,139.07,5539956,IBM
8-Nov-16,40.97,41.28,40.68,41.16,4229743,YHOO
8-Nov-16,784.97,791.74,779.10,787.75,3412629,AMZN
8-Nov-16,154.56,155.93,153.06,155.17,3921944,IBM
8-Sep-16,44.07,44.72,44.03,44.36,7882609,YHOO
8-Sep-16,783.89,786.50,781.44,784.06,2030511,AMZN
8-Sep-16,160.55,161.21,158.76,159.00,3963164,IBM
9-Aug-16,39.24,39.31,39.10,39.24,5971530,YHOO
9-Aug-16,767.39,772.60,766.90,768.31,1876091,AMZN
9-Aug-16,162.22,162.77,161.64,161.77,2737530,IBM
9-Dec-16,41.52,41.80,41.44,41.76,6836112,YHOO
9-Dec-16,770.00,770.25,765.34,768.66,2470923,AMZN
9-Dec-16,165.18,166.72,164.60,166.52,3146930,IBM
9-Feb-16,26.64,27.69,26.51,26.82,13919057,YHOO
9-Feb-16,478.01,498.38,474.00,482.07,7045885,AMZN
9-Feb-16,126.12,126.93,123.77,124.07,5923690,IBM
9-Jan-17,41.17,41.66,41.12,41.34,7797445,YHOO
9-Jan-17,798.00,801.77,791.77,796.92,3446109,AMZN
9-Jan-17,169.47,169.80,167.62,167.65,3189891,IBM
9-Jun-16,36.82,37.73,36.71,37.35,14759107,YHOO
9-Jun-16,723.10,728.91,722.30,727.65,2170318,AMZN
9-Jun-16,152.92,153.76,152.73,153.42,2021796,IBM
9-Mar-16,33.09,33.52,32.78,33.51,12647144,YHOO
9-Mar-16,559.56,560.35,550.12,559.47,4373282,AMZN
9-Mar-16,139.31,142.17,139.23,140.41,4378456,IBM
9-May-16,36.97,37.35,36.92,37.18,6149115,YHOO
9-May-16,673.95,686.98,671.41,679.75,3972272,AMZN
9-May-16,147.70,148.20,147.01,147.34,4298800,IBM
9-Nov-16,40.44,41.39,40.22,41.21,24000065,YHOO
9-Nov-16,764.00,777.50,760.09,771.88,8562892,AMZN
9-Nov-16,152.96,155.56,151.00,154.81,5403688,IBM
9-Sep-16,43.92,44.15,42.82,42.92,12060737,YHOO
9-Sep-16,779.36,781.00,760.11,760.14,4257344,AMZN
9-Sep-16,158.03,158.40,155.65,155.69,5185972,IBM
